budget,revenue,original_title,homepage,director,runtime,genres,vote_average,release_year
5000000,2450846,Kill the Messenger,0,Michael Cuesta,112,Thriller|Crime|Drama|Mystery,6.5,2014
1000000,9318,Honeymoon,0,Leigh Janiak,87,Horror,5.3,2014
2000000,4635300,Locke,0,Steven Knight,85,Drama|Thriller,6.8,2014
36000000,52424533,Dolphin Tale 2,1,Charles Martin Smith,107,Family|Drama,6.8,2014
1000000,26501323,The Woman in Black 2: Angel of Death,0,Tom Harper,90,Thriller|Horror|Drama,4.9,2014
50000000,80383113,Muppets Most Wanted,0,James Bobin,112,Comedy|Adventure|Crime|Family,6.2,2014
2800000,1826705,Tusk,0,Kevin Smith,102,Comedy|Drama|Horror,4.9,2014
6000000,1020921,5 Flights Up,0,Richard Loncraine,92,Drama,5.9,2014
12000000,101332962,Heaven is for Real,1,Randall Wallace,99,Drama,6.1,2014
70000000,61279452,The Legend of Hercules,0,Renny Harlin,99,Action|Adventure,4.4,2014
30000000,25312387,And So It Goes,0,Rob Reiner,94,Comedy|Drama|Romance,5.7,2014
2400000,88273,Life After Beth,1,Jeff Baena,90,Romance|Comedy|Horror,4.8,2014
5500000,5000000,Miss Julie,0,Liv Ullmann,120,Drama,5.4,2014
6000000,32251,Song One,1,Kate Barker-Froyland,86,Drama,5.7,2014
1000000,395000,A Girl Walks Home Alone at Night,1,Ana Lily Amirpour,99,Horror|Romance,7.0,2014
318000,121179,Afflicted,0,Clif Prowse|Derek Lee,85,Horror|Thriller,6.1,2014
7000000,14618727,Beyond the Lights,0,Gina Prince-Bythewood,116,Drama,6.9,2014
5000000,10429707,Moms' Night Out,1,Andrew Erwin|Jon Erwin,98,Comedy,5.7,2014
13000000,45300000,Earth to Echo,0,Dave Green,89,Family|Adventure|Science Fiction,5.7,2014
25000000,39171130,The Gambler,1,Rupert Wyatt,111,Thriller|Crime|Drama,5.6,2014
12700000,3430018,The Grand Seduction,0,Don McKellar,112,Comedy,6.7,2014
4000000,2365467,Joe,0,David Gordon Green,118,Drama,6.5,2014
500000,15000000,Parts Per Billion,0,Brian Horiuchi,139,Science Fiction,4.8,2014
5000000,75143,Better Living Through Chemistry,0,Geoff Moore|David Posamentier,91,Drama|Comedy,5.9,2014
17000000,29789000,God's Not Dead,1,Harold Cronk,113,Drama,6.1,2014
7000000,36433975,Devil's Due,0,Matt Bettinelli-Olpin|Tyler Gillett,89,Horror,4.5,2014
5000000,4013786,My Old Lady,0,Israel Horovitz,107,Romance|Comedy|Drama,6.0,2014
8000000,53086,Aloft,0,Claudia Llosa,112,Drama,5.1,2014
5900000,23000000,Mrs. Brown's Boys D'Movie,1,Ben Kellett,94,Comedy,5.2,2014
11000000,775398007,Star Wars,1,George Lucas,121,Adventure|Action|Science Fiction,7.9,1977
14000000,185438673,The Spy Who Loved Me,1,Lewis Gilbert,125,Adventure|Action|Thriller,6.2,1977
1200000,71215869,The Rescuers,0,John Lounsbery|Wolfgang Reitherman|Art Stevens,78,Fantasy|Family|Animation|Adventure,6.6,1977
4000000,38251425,Annie Hall,0,Woody Allen,93,Comedy|Drama|Romance,7.6,1977
20000000,303788635,Close Encounters of the Third Kind,0,Steven Spielberg,135,Science Fiction|Drama,7.0,1977
22000000,50750000,A Bridge Too Far,0,Richard Attenborough,175,Drama|History|War,6.4,1977
3500000,16000000,Sinbad and the Eye of the Tiger,0,Sam Wanamaker,113,Action|Adventure|Family|Fantasy|Science Fiction,5.9,1977
3500000,237113184,Saturday Night Fever,0,John Badham,118,Drama|Music,6.3,1977
3400000,31063038,High Anxiety,0,Mel Brooks,94,Comedy|Music,6.2,1977
5500000,26414658,The Gauntlet,0,Clint Eastwood,109,Drama|Action|Crime|Thriller,6.7,1977
14000000,30749142,Exorcist II: The Heretic,0,John Boorman,118,Horror|Thriller|Fantasy,4.6,1977
6000000,30000000,Airport '77,0,Jerry Jameson,114,Action|Adventure|Drama|Thriller,5.7,1977
10000,7000000,Eraserhead,0,David Lynch,89,Science Fiction|Fantasy|Horror|Drama,7.1,1977
6000000,14717854,Orca: The Killer Whale,0,Michael Anderson,92,Drama|Adventure|Horror,5.0,1977
22000000,12000000,Sorcerer,0,William Friedkin,121,Action|Thriller|Adventure,7.4,1977
810000,1258000,The Last Wave,0,Peter Weir,106,Drama|Thriller|Mystery,5.8,1977
500000,17000000,Kingdom of the Spiders,0,John 'Bud' Cardos,97,Horror|Science Fiction,5.7,1977
1200000,9000000,Wizards,0,Ralph Bakshi,80,Animation|Fantasy|Science Fiction,6.0,1977
230000,25000000,The Hills Have Eyes,0,Wes Craven,89,Horror,6.0,1977
237000000,2781505847,Avatar,1,James Cameron,162,Action|Adventure|Fantasy|Science Fiction,7.1,2009
70000000,319131050,Inglourious Basterds,1,Quentin Tarantino,153,Drama|Action|Thriller|War,7.7,2009
35000000,91327197,Underworld: Rise of the Lycans,0,Patrick Tatopoulos,92,Fantasy|Action|Adventure|Science Fiction|Thriller,6.2,2009
250000000,933959197,Harry Potter and the Half-Blood Prince,1,David Yates,153,Adventure|Fantasy|Family,7.3,2009
175000000,731342744,Up,1,Bob Peterson|Pete Docter,96,Animation|Comedy|Family|Adventure,7.6,2009
150000000,385680446,Star Trek,0,J.J. Abrams,127,Science Fiction|Action|Adventure,7.3,2009
200000000,371353001,Terminator Salvation,1,McG,115,Drama|Action|Thriller|Science Fiction,5.8,2009
30000000,210819611,District 9,1,Neill Blomkamp,112,Action|Thriller|Science Fiction,7.1,2009
90000000,524028679,Sherlock Holmes,1,Guy Ritchie,128,Adventure|Drama|Action|Comedy|Thriller,6.9,2009
7500000,60722734,(500) Days of Summer,1,Marc Webb,95,Comedy|Drama|Romance,7.3,2009
90000000,886686817,Ice Age: Dawn of the Dinosaurs,1,Carlos Saldanha,94,Animation|Comedy|Family|Adventure,6.4,2009
35000000,459270619,The Hangover,1,Todd Phillips,100,Comedy,7.1,2009
130000000,185258983,Watchmen,0,Zack Snyder,162,Action|Mystery|Science Fiction,6.8,2009
200000000,769653595,2012,1,Roland Emmerich,158,Action|Adventure|Science Fiction,5.6,2009
30000000,48428063,9,0,Shane Acker,79,Action|Adventure|Animation|Science Fiction|Thriller,6.5,2009
150000000,356613439,Angels & Demons,1,Ron Howard,138,Thriller|Mystery,6.3,2009
105000000,267045765,The Princess and the Frog,1,Ron Clements|John Musker,97,Romance|Family|Animation|Music,6.5,2009
29000000,309208309,The Blind Side,1,John Lee Hancock,129,Drama,7.1,2009
23600000,102391382,Zombieland,1,Ruben Fleischer,88,Comedy|Horror,7.1,2009
50000000,709827462,The Twilight Saga: New Moon,1,Chris Weitz,130,Adventure|Fantasy|Drama|Romance,5.6,2009
40000000,177259441,He's Just Not That Into You,1,Ken Kwapis,129,Comedy|Romance|Drama,6.0,2009
175000000,302469017,G.I. Joe: The Rise of Cobra,1,Stephen Sommers,118,Adventure|Action|Thriller|Science Fiction,5.7,2009
40000000,317375031,The Proposal,1,Anne Fletcher,108,Comedy|Romance|Drama,6.7,2009
38000000,205298907,The Ugly Truth,1,Robert Luketic,96,Comedy|Romance,6.3,2009
100000000,242988466,Cloudy with a Chance of Meatballs,1,Phil Lord|Christopher Miller,90,Animation|Comedy|Family,6.4,2009
40000000,46471023,Fantastic Mr. Fox,1,Wes Anderson,87,Adventure|Animation|Comedy|Family,7.5,2009
60000000,124596398,Coraline,1,Henry Selick,100,Animation|Family,7.1,2009
150000000,413106170,Night at the Museum: Battle of the Smithsonian,1,Shawn Levy,105,Adventure|Fantasy|Action|Comedy|Family,5.9,2009
20000000,136267476,17 Again,1,Burr Steers,102,Comedy,6.0,2009
200000000,325233863,A Christmas Carol,1,Robert Zemeckis,96,Animation|Drama,6.6,2009
65000000,93525586,The Lovely Bones,1,Peter Jackson,136,Fantasy|Drama,6.6,2009
26000000,183293131,Paul Blart: Mall Cop,1,Steve Carr,91,Action|Adventure|Comedy|Family,5.4,2009
16000000,47801389,Hachi: A Dog's Tale,0,Lasse HallstrÃ¶m,93,Drama|Family,7.7,2009
53000000,126690726,Law Abiding Citizen,0,F. Gary Gray,109,Drama|Crime|Thriller,7.2,2009
30000000,33333531,The Box,1,Richard Kelly,115,Thriller|Science Fiction,5.3,2009
20000000,34560577,Crank: High Voltage,1,Mark Neveldine|Brian Taylor,96,Action|Thriller|Crime,5.9,2009
33000000,20645327,Pandorum,1,Christian Alvart,108,Action|Horror|Mystery|Science Fiction|Thriller,6.2,2009
30000000,90842646,Drag Me to Hell,1,Sam Raimi,99,Horror|Thriller,6.1,2009
50000000,155446362,Knowing,1,Alex Proyas,121,Action|Adventure|Drama|Mystery|Science Fiction,5.7,2009
5000000,9760104,Moon,1,Duncan Jones,97,Science Fiction|Drama,7.4,2009
150000000,292817841,G-Force,1,Hoyt Yeatman,88,Fantasy|Action|Adventure|Family|Comedy,5.1,2009
100000000,150166126,The Taking of Pelham 1 2 3,1,Tony Scott,106,Thriller|Drama|Crime,6.1,2009
18500000,31912793,The Invention of Lying,1,Ricky Gervais|Matthew Robinson,100,Comedy|Romance|Fantasy,5.8,2009
40000000,108332743,Confessions of a Shopaholic,1,P.J. Hogan,104,Comedy|Romance,6.0,2009
50000000,40828540,Gamer,1,Mark Neveldine|Brian Taylor,95,Action|Thriller|Science Fiction,5.6,2009
47000000,3547209,Mr. Nobody,0,Jaco Van Dormael,141,Science Fiction|Drama|Romance|Fantasy,7.8,2009
70000000,171844840,Couples Retreat,1,Peter Billingsley,113,Comedy|Romance,5.3,2009
26000000,43318349,Brothers,0,Jim Sheridan,104,Drama|Thriller|War,6.7,2009
32000000,27635305,The Road,1,John Hillcoat,111,Adventure|Drama,6.7,2009
175000000,381509870,Monsters vs Aliens,1,Rob Letterman|Conrad Vernon,94,Animation|Family|Adventure|Science Fiction,6.0,2009
3000000,2357852,Fish Tank,0,Andrea Arnold,123,Drama,6.6,2009
40000000,129540499,Julie & Julia,1,Nora Ephron,123,Romance|Drama,6.5,2009
15000000,8459458,Chloe,0,Atom Egoyan,96,Drama|Thriller|Mystery,5.9,2009
80000000,214104620,Public Enemies,1,Michael Mann,140,History|Crime|Drama,6.5,2009
16000000,31556061,Jennifer's Body,0,Karyn Kusama,100,Comedy|Horror,5.2,2009
20000000,41596251,Orphan,0,Jaume Collet-Serra,123,Horror|Thriller|Mystery,6.5,2009
15000000,40105542,All About Steve,1,Phil Traill,99,Comedy,4.6,2009
40000000,186167139,The Final Destination,1,David R. Ellis,82,Horror|Mystery,5.5,2009
75000000,443140005,Alvin and the Chipmunks: The Squeakquel,1,Betty Thomas,88,Comedy|Family|Animation|Fantasy|Music,5.3,2009
4500000,3606395,After.Life,1,Agnieszka Wojtowicz-Vosloo,104,Drama|Horror|Mystery|Thriller,5.2,2009
30000000,114663461,Bride Wars,1,Gary Winick,89,Comedy,5.8,2009
10000000,63647833,Precious,1,Lee Daniels,110,Drama,6.8,2009
60000000,87784194,State of Play,1,Kevin Macdonald,127,Action,6.6,2009
16000000,76514050,The Unborn,1,David S. Goyer,87,Horror|Thriller|Mystery,4.9,2009
14700000,8049666,"New York, I Love You",0,Natalie Portman|Fatih Akin|Mira Nair|Allen Hughes|Yvan Attal|Shunji Iwai|Brett Ratner|Joshua Marston|Shekhar Kapur|Randall Balsmeyer|Wen Jiang,103,Drama|Comedy|Romance,5.6,2009
41000000,91636986,"I Love You, Man",1,John Hamburg,105,Comedy,6.4,2009
22000000,35424826,The Informant!,1,Steven Soderbergh,108,Comedy|Crime|Drama|Thriller,6.0,2009
50000000,106303988,Race to Witch Mountain,0,Andy Fickman,98,Adventure|Family|Fantasy|Science Fiction|Thriller,5.4,2009
27000000,29000000,Case 39,1,Christian Alvart,109,Horror|Mystery|Thriller,6.0,2009
50000000,36348784,The Boat That Rocked,1,Richard Curtis,116,Drama|Comedy,7.1,2009
20000000,51416464,Daybreakers,1,Michael Spierig|Peter Spierig,98,Fantasy|Horror|Action|Thriller|Science Fiction,5.9,2009
39000000,101229792,The Time Traveler's Wife,0,Robert Schwentke,107,Drama|Romance|Fantasy,6.5,2009
11000000,791867,Antichrist,0,Lars von Trier,108,Drama|Horror|Thriller,6.2,2009
18000000,36133014,Love Happens,1,Brandon Camp,109,Drama|Romance,5.5,2009
38000000,45465299,Push,1,Paul McGuigan,111,Action,5.8,2009
17000000,29536299,Brooklyn's Finest,0,Antoine Fuqua,133,Crime|Drama|Thriller,6.1,2009
11000000,68233629,Saw VI,1,Kevin Greutert,90,Horror|Mystery,5.9,2009
35000000,27409889,The Young Victoria,1,Jean-Marc VallÃ©e,105,Drama|History|Romance,6.9,2009
7000000,31430334,A Serious Man,0,Ethan Coen|Joel Coen,105,Comedy|Drama,6.4,2009
14000000,22852638,A Perfect Getaway,0,David Twohy,98,Thriller|Mystery|Adventure,6.1,2009
40000000,12206028,Whiteout,1,Dominic Sena,101,Action|Crime|Mystery|Thriller,5.2,2009
13000000,10652035,I Love You Phillip Morris,0,Glenn Ficarra|John Requa,98,Comedy|Drama|Romance,6.3,2009
13000000,754249,Enter the Void,1,Gaspar NoÃ©,161,Fantasy|Drama,7.1,2009
20000000,17280326,12 Rounds,1,Renny Harlin,108,Action|Adventure|Drama|Thriller,5.9,2009
9000000,70000000,3 Idiots,1,Rajkumar Hirani,170,Drama|Comedy|Romance,7.8,2009
150000000,836297228,Transformers: Revenge of the Fallen,1,Michael Bay,150,Science Fiction|Action|Adventure,6.0,2009
24000000,68729358,The Men Who Stare at Goats,1,Grant Heslov,93,Comedy|War,5.8,2009
40000000,60462347,Ninja Assassin,1,James McTeigue,99,Action|Crime|Thriller,6.1,2009
20000000,5210988,Bandslam,1,Todd Graff,111,Comedy|Drama|Family|Music,5.5,2009
100000000,100086793,Where the Wild Things Are,1,Spike Jonze,101,Family|Fantasy,6.3,2009
85000000,219103655,It's Complicated,1,Nancy Meyers,121,Comedy|Romance,6.2,2009
100000000,68688831,Land of the Lost,0,Brad Silberling,102,Adventure|Comedy|Science Fiction,5.4,2009
60000000,122233971,Invictus,1,Clint Eastwood,134,Drama|History,6.9,2009
70000000,104945765,Planet 51,1,Jorge Blanco|Javier Abad|Marcos MartÃ­nez,91,Science Fiction|Animation|Family|Comedy|Adventure,5.7,2009
60000000,62357900,Year One,0,Harold Ramis,97,Comedy|Adventure,4.5,2009
4500000,744816,Life During Wartime,1,Todd Solondz,97,Comedy|Drama,5.1,2009
12000000,1644755,Ondine,1,Neil Jordan,111,Drama|Romance,6.2,2009
15000000,100734718,My Bloody Valentine,1,Patrick Lussier,101,Mystery|Horror,5.3,2009
35000000,92219310,Old Dogs,1,Walt Becker,88,Comedy|Family,5.2,2009
70000000,39041505,Agora,1,Alejandro AmenÃ¡bar,127,Adventure|Drama|History,6.6,2009
8000000,10629321,The Boondock Saints II: All Saints Day,1,Troy Duffy,118,Action|Thriller|Crime,5.9,2009
25000000,10589102,The Bad Lieutenant: Port of Call - New Orleans,0,Werner Herzog,122,Drama|Crime,5.8,2009
30000000,61808775,The Imaginarium of Doctor Parnassus,1,Terry Gilliam,123,Adventure|Fantasy|Mystery,6.2,2009
20000000,1017401,Horsemen,0,Jonas Ã…kerlund,90,Crime|Drama|Horror|Mystery|Thriller,6.0,2009
20000000,22942221,Armored,0,NimrÃ³d Antal,88,Action|Crime|Drama|Thriller,5.6,2009
40000000,28169671,Cirque du Freak: The Vampire's Assistant,0,Paul Weitz,109,Adventure|Fantasy|Action|Thriller,5.5,2009
9000000,985117,Leaves of Grass,1,Tim Blake Nelson,104,Comedy|Crime|Drama|Thriller,5.6,2009
7500000,26096852,An Education,1,Lone Scherfig,100,Drama|Romance,6.8,2009
75000000,61458982,Funny People,1,Judd Apatow,146,Comedy|Drama,5.5,2009
25000000,163670000,Up in the Air,1,Jason Reitman,109,Drama|Romance,6.6,2009
65000000,44091067,Astro Boy,1,David Bowers,94,Animation|Action|Family|Science Fiction,6.0,2009
50000000,60161391,The International,1,Tom Tykwer,118,Drama|Thriller|Crime,5.8,2009
14000000,875386,Universal Soldier: Regeneration,0,John Hyams,97,Adventure|Action|Science Fiction|Thriller,5.3,2009
85000000,363164265,Fast & Furious,1,Justin Lin,107,Action|Crime|Drama|Thriller,6.4,2009
20000000,17436509,Capitalism: A Love Story,1,Michael Moore,120,Documentary,6.9,2009
15000000,39421467,Halloween II,1,Rob Zombie,105,Horror,5.2,2009
35000000,155545279,Hannah Montana: The Movie,1,Peter Chelsom,102,Comedy|Drama|Family|Music|Romance,5.8,2009
15000000,8786375,Banlieue 13 - Ultimatum,1,Patrick Alessandrin,101,Action|Thriller|Crime,5.9,2009
45000000,57881056,Aliens in the Attic,1,John Schultz,86,Adventure|Comedy|Family|Fantasy|Science Fiction,5.1,2009
3400000,9444018,The Collector,1,Marcus Dunstan,88,Horror|Thriller,6.2,2009
3000000,18097,Women in Trouble,1,Sebastian Gutierrez,92,Comedy|Drama,4.5,2009
10000000,42333295,The Fourth Kind,1,Olatunde Osunsanmi,98,Science Fiction|Thriller,5.6,2009
15000000,5024782,Solitary Man,1,Brian Koppelman|David Levien,90,Comedy|Drama|Romance,5.7,2009
800000,867714,The Disappearance of Alice Creed,1,J Blakeson,100,Crime|Drama|Thriller,6.3,2009
78146652,60000000,Duplicity,1,Tony Gilroy,125,Thriller,5.5,2009
8500000,4440055,Bright Star,1,Jane Campion,119,Drama|Romance,6.3,2009
9500000,17164377,Adventureland,1,Greg Mottola,107,Comedy,6.3,2009
8000000,10848783,Extract,1,Mike Judge,92,Comedy,5.8,2009
3500000,44462,Defendor,0,Peter Stebbings,101,Drama|Action|Comedy|Crime,6.3,2009
80000000,53825515,Nine,1,Rob Marshall,112,Drama|Music|Romance,5.0,2009
6500000,1521261,The Messenger,1,Oren Moverman,113,Drama|History,6.9,2009
17000000,14899417,Away We Go,0,Sam Mendes,98,Drama|Comedy|Romance,6.6,2009
17000000,20455276,My Life in Ruins,1,Donald Petrie,95,Comedy|Romance,5.7,2009
30000000,95714875,My Sister's Keeper,1,Nick Cassavetes,109,Drama,7.0,2009
60000000,31720158,The Soloist,1,Joe Wright,109,Drama,6.5,2009
19000000,91379051,Friday the 13th,1,Marcus Nispel,97,Horror,5.6,2009
25000000,1037335,Crossing Over,0,Wayne Kramer,113,Drama,5.8,2009
7300000,10329747,Harry Brown,0,Daniel Barber,103,Thriller|Crime|Drama|Action,6.6,2009
80000000,122444772,Surrogates,1,Jonathan Mostow,89,Action|Science Fiction|Thriller,5.7,2009
50000000,12764201,Street Fighter: The Legend of Chun-Li,0,Andrzej Bartkowiak,97,Action|Adventure|Science Fiction|Thriller,4.1,2009
35000000,73034460,Hotel for Dogs,0,Thor Freudenthal,100,Comedy|Family,5.6,2009
20000000,73830340,Obsessed,1,Steve Shill,108,Drama|Thriller,5.5,2009
15000000,113221,Tetro,1,Francis Ford Coppola,127,Drama|Mystery,6.7,2009
15000000,16633035,Whip It,0,Drew Barrymore,111,Drama,6.6,2009
45000000,7810000,Solomon Kane,1,Michael J. Bassett,104,Adventure|Fantasy|Action|Science Fiction,5.5,2009
4000000,143191,Survival of the Dead,1,George A. Romero,90,Horror|Science Fiction,4.6,2009
150000000,341131793,X-Men Origins: Wolverine,1,Gavin Hood,107,Adventure|Action|Thriller|Science Fiction,6.2,2009
4000000,4100000,S. Darko,1,Chris Fisher,103,Thriller|Crime|Science Fiction|Mystery,3.8,2009
2900000,296557,Black Dynamite,1,Scott Sanders,90,Action|Comedy,7.4,2009
6000000,6670712,City Island,0,Raymond De Felitta,104,Drama|Comedy,6.3,2009
40000000,19258519,Amelia,1,Mira Nair,111,Drama|Adventure|Romance,5.3,2009
25000000,4388563,Beyond a Reasonable Doubt,0,Peter Hyams,105,Drama,5.6,2009
8000000,29010817,New in Town,1,Jonas Elmer,97,Comedy|Romance,5.3,2009
25000000,2336172,Me and Orson Welles,0,Richard Linklater,114,Comedy|Drama|Romance,6.4,2009
40000000,28972508,Shorts,0,Robert Rodriguez,89,Comedy|Family,4.8,2009
12500000,27206120,Sorority Row,0,Stewart Hendler,101,Horror|Mystery|Thriller,5.3,2009
23000000,9366227,ChÃ©ri,0,Stephen Frears,86,Drama|Comedy|Romance,5.8,2009
10000000,7022728,The Joneses,1,Derrick Borte,96,Comedy|Drama,6.0,2009
20000000,18599102,Fired Up!,1,Will Gluck,90,Comedy|Romance,5.9,2009
75,134,Wanted,1,Prabhu Deva,129,Action|Comedy|Crime|Thriller,4.9,2009
10000000,295750,World's Greatest Dad,1,Bobcat Goldthwait,99,Comedy|Romance,6.3,2009
1700000,1007962,The Girlfriend Experience,0,Steven Soderbergh,77,Comedy|Drama,5.5,2009
15000000,6405245,Post Grad,1,Vicky Jenson,89,Comedy,5.1,2009
1000000,1296971,Paper Heart,0,Nicholas Jasenovec,88,Comedy|Drama|Romance,5.1,2009
7000000,39462438,Crazy Heart,0,Scott Cooper,112,Drama|Music|Romance,6.4,2009
2000000,7306,Stolen Lives,1,Anders Anderson,97,Crime|Drama|Mystery|Thriller,6.0,2009
2500000,352810,Like Dandelion Dust,0,Jon Gunn,100,Drama|Family,7.0,2009
7000000,1429299,I Hope They Serve Beer in Hell,0,Bob Gosse,106,Comedy|Drama,5.6,2009
1500000,56000,Beautiful,0,Dean O'Flaherty,97,Drama|Mystery|Thriller,4.4,2009
58000000,85280250,Did You Hear About The Morgans?,0,Marc Lawrence,103,Comedy,5.0,2009
5000000,38610009,The Grudge 3,1,Toby Wilkins,90,Horror|Thriller,5.4,2009
250000,232732,Big Fan,1,Robert D. Siegel,91,Comedy|Drama,5.7,2009
25000000,20719451,Mao's Last Dancer,1,Bruce Beresford,117,Drama|Romance,6.7,2009
31192,10000,Down Terrace,1,Ben Wheatley,89,Drama|Action|Comedy,6.5,2009
160000000,825500000,Inception,1,Christopher Nolan,148,Action|Thriller|Science Fiction|Mystery|Adventure,7.9,2010
200000000,623933331,Iron Man 2,1,Jon Favreau,124,Adventure|Action|Science Fiction,6.6,2010
200000000,1025467110,Alice in Wonderland,1,Tim Burton,108,Family|Fantasy|Adventure,6.3,2010
13000000,327803731,Black Swan,1,Darren Aronofsky,108,Drama|Mystery|Thriller,7.1,2010
250000000,954305868,Harry Potter and the Deathly Hallows: Part 1,1,David Yates,146,Adventure|Fantasy|Family,7.4,2010
69000000,543513985,Despicable Me,1,Pierre Coffin|Chris Renaud,95,Action|Animation|Family,7.1,2010
80000000,274470394,The Expendables,1,Sylvester Stallone,103,Action|Thriller,5.9,2010
165000000,494878759,How to Train Your Dragon,1,Dean DeBlois|Chris Sanders,98,Fantasy|Adventure|Animation|Family,7.4,2010
80000000,294804195,Shutter Island,1,Martin Scorsese,138,Drama|Thriller|Mystery,7.6,2010
170000000,400062763,TRON: Legacy,1,Joseph Kosinski,125,Adventure|Action|Science Fiction,6.3,2010
260000000,591794936,Tangled,1,Nathan Greno|Byron Howard,100,Animation|Family,7.3,2010
200000000,1063171911,Toy Story 3,1,Lee Unkrich,103,Animation|Family|Comedy,7.5,2010
110000000,293329073,Salt,1,Phillip Noyce,100,Action|Thriller|Crime|Mystery,6.2,2010
18000000,35692920,127 Hours,0,Danny Boyle,94,Adventure|Drama|Thriller,6.9,2010
8000000,74952305,Easy A,1,Will Gluck,92,Comedy,6.6,2010
155000000,415686217,The Chronicles of Narnia: The Voyage of the Dawn Treader,0,Michael Apted,113,Adventure|Family|Fantasy,6.0,2010
